pair_id,url_a,url_b,page_type_a,page_type_b,locale,primary_intent_a,primary_intent_b,intent_relationship,functional_equivalence,same_outcome,serp_role,differentiated_value,cannibalization_candidate,action,confidence
315,https://funnytools.win/es/flujos/informe-estadistico-investigacion/,https://funnytools.win/es/guias/,workflow,hub,es,informe-estadistico-investigacion,guias,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
316,https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,https://funnytools.win/es/sobre-funnytools/,guide,legal,es,unir-pdf-sin-subir-archivos,sobre-funnytools,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
317,https://funnytools.win/fr/outils/generateur-groupes-aleatoires/,https://funnytools.win/fr/outils/tirage-au-sort-noms/,tool,tool,fr,random-group-generator,random-name-picker,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
318,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,https://funnytools.win/tools/pdf-page-reorder/,guide,tool,zh-TW,pdf-to-image-multipage-download-guide,pdf-page-reorder,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
319,https://funnytools.win/guides/t-score-calculator-guide/,https://funnytools.win/tools/standard-deviation/,guide,tool,zh-TW,t-score-calculator-guide,standard-deviation,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
320,https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/para/creadores/,other,audience,es,aviso-legal,creadores,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
321,https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/privacidad/,other,legal,es,aviso-legal,privacidad,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
322,https://funnytools.win/es/guias/grupos-aleatorios-clase/,https://funnytools.win/es/herramientas/crear-grupos-clase/,guide,tool,es,grupos-aleatorios-clase,group-generator,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
323,https://funnytools.win/es/para/creadores/,https://funnytools.win/es/sobre-funnytools/,audience,legal,es,creadores,sobre-funnytools,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
324,https://funnytools.win/fr/fonctionnement-outils/,https://funnytools.win/fr/outils/reorganiser-pages-pdf/,legal,tool,fr,fonctionnement-outils,pdf-page-reorder,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
325,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,https://funnytools.win/tools/pdf-to-image/,guide,tool,zh-TW,pdf-to-image-multipage-download-guide,pdf-to-image,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
326,https://funnytools.win/guides/percentile-rank-guide/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,guide,workflow,zh-TW,percentile-rank-guide,teacher-exam-score-toolkit,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
327,https://funnytools.win/tools/image-compressor/,https://funnytools.win/tools/webp-to-jpg/,tool,tool,zh-TW,image-compressor,webp-to-jpg,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
328,https://funnytools.win/category/text/,https://funnytools.win/tools/word-counter/,category,tool,zh-TW,text,word-counter,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
329,https://funnytools.win/es/categorias/texto/,https://funnytools.win/es/para/oficina/,category,audience,es,texto,oficina,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
330,https://funnytools.win/es/guias/,https://funnytools.win/es/para/creadores/,hub,audience,es,guias,creadores,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
331,https://funnytools.win/fr/outils/diviser-pdf/,https://funnytools.win/fr/outils/reorganiser-pages-pdf/,tool,tool,fr,split-pdf,pdf-page-reorder,DIFFERENT,NO,no,different or adjacent role,document operation outcome differs even when source format overlaps,no,REVIEW_ONLY,LOW
332,https://funnytools.win/tools/grade-average/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,tool,workflow,zh-TW,grade-average,teacher-exam-score-toolkit,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
333,https://funnytools.win/en/category/statistics/,https://funnytools.win/en/education-statistics/,category,other,en,statistics,education-statistics,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
334,https://funnytools.win/en/tools/jpg-to-png/,https://funnytools.win/en/tools/jpg-to-webp/,tool,tool,en,jpg-to-png,jpg-to-webp,DIFFERENT,NO,no,different or adjacent role,directional converter inputs/outputs differ,no,REVIEW_ONLY,LOW
335,https://funnytools.win/for/designers/,https://funnytools.win/tools/image-compressor/,audience,tool,zh-TW,designers,image-compressor,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
336,https://funnytools.win/for/teachers/,https://funnytools.win/tools/group-generator/,audience,tool,zh-TW,teachers,group-generator,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
337,https://funnytools.win/fr/outils/diviser-pdf/,https://funnytools.win/fr/outils/extraire-pages-pdf/,tool,tool,fr,split-pdf,extract-pdf-pages,DIFFERENT,NO,no,different or adjacent role,document operation outcome differs even when source format overlaps,no,REVIEW_ONLY,LOW
338,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,https://funnytools.win/tools/group-generator/,guide,tool,zh-TW,classroom-random-group-no-repeat-guide,group-generator,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
339,https://funnytools.win/guides/qr-code-mobile-landing-page-guide/,https://funnytools.win/guides/qr-code-multilingual-switch-testing-guide/,guide,guide,zh-TW,qr-code-mobile-landing-page-guide,qr-code-multilingual-switch-testing-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
340,https://funnytools.win/en/tools/z-score-calculator/,https://funnytools.win/en/workflows/teacher-exam-score-toolkit/,tool,workflow,en,z-score-calculator,teacher-exam-score-toolkit,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
341,https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/como-funcionan-las-herramientas/,category,legal,es,estudio,como-funcionan-las-herramientas,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
342,https://funnytools.win/es/flujos/decisiones-cotidianas/,https://funnytools.win/es/herramientas/decidir-entre-dos-opciones/,workflow,tool,es,decisiones-cotidianas,this-or-that,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
343,https://funnytools.win/for/designers/,https://funnytools.win/tools/jpg-to-webp/,audience,tool,zh-TW,designers,jpg-to-webp,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
344,https://funnytools.win/guides/t-score-calculator-guide/,https://funnytools.win/tools/normalized-score-converter/,guide,tool,zh-TW,t-score-calculator-guide,normalized-score-converter,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
345,https://funnytools.win/tools/break-reminder/,https://funnytools.win/tools/pomodoro-timer/,tool,tool,zh-TW,break-reminder,pomodoro-timer,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
346,https://funnytools.win/tools/csv-to-json/,https://funnytools.win/tools/json-formatter/,tool,tool,zh-TW,csv-to-json,json-formatter,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
347,https://funnytools.win/tools/extract-pdf-pages/,https://funnytools.win/tools/rotate-pdf/,tool,tool,zh-TW,extract-pdf-pages,rotate-pdf,DIFFERENT,NO,no,different or adjacent role,document operation outcome differs even when source format overlaps,no,REVIEW_ONLY,LOW
348,https://funnytools.win/category/image/,https://funnytools.win/for/designers/,category,audience,zh-TW,image,designers,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
349,https://funnytools.win/es/categorias/azar/,https://funnytools.win/es/sobre-funnytools/,category,legal,es,azar,sobre-funnytools,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
350,https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/sobre-funnytools/,category,legal,es,estadistica,sobre-funnytools,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
351,https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/para/creadores/,category,audience,es,estudio,creadores,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
352,https://funnytools.win/es/condiciones-de-uso/,https://funnytools.win/es/para/oficina/,legal,audience,es,condiciones-de-uso,oficina,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
353,https://funnytools.win/es/herramientas/generador-grupos-aleatorios/,https://funnytools.win/es/herramientas/sorteo-nombres-aleatorio/,tool,tool,es,random-group-generator,random-name-picker,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
354,https://funnytools.win/fr/fonctionnement-outils/,https://funnytools.win/fr/outils/generateur-nombres-aleatoires/,legal,tool,fr,fonctionnement-outils,random-number-picker,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
355,https://funnytools.win/guides/image-compression-quality-size-guide/,https://funnytools.win/tools/image-compressor/,guide,tool,zh-TW,image-compression-quality-size-guide,image-compressor,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
356,https://funnytools.win/guides/json-formatter-trailing-comma-error-guide/,https://funnytools.win/tools/json-formatter/,guide,tool,zh-TW,json-formatter-trailing-comma-error-guide,json-formatter,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
357,https://funnytools.win/guides/t-test-apa-format-guide/,https://funnytools.win/workflows/graduate-statistics-report-toolkit/,guide,workflow,zh-TW,t-test-apa-format-guide,graduate-statistics-report-toolkit,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
358,https://funnytools.win/,https://funnytools.win/tools/,home,hub,zh-TW,funnytools.win,tools,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
359,https://funnytools.win/tools/images-to-pdf/,https://funnytools.win/tools/jpg-to-png/,tool,tool,zh-TW,images-to-pdf,jpg-to-png,DIFFERENT,NO,no,different or adjacent role,directional converter inputs/outputs differ,no,REVIEW_ONLY,LOW
360,https://funnytools.win/tools/percentile-rank-calculator/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,tool,workflow,zh-TW,percentile-rank-calculator,teacher-exam-score-toolkit,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
361,https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/para/oficina/,category,audience,es,estadistica,oficina,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
362,https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/guias/ruleta-sorteos-clase/,category,guide,es,estudio,ruleta-sorteos-clase,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
363,https://funnytools.win/es/categorias/pdf/,https://funnytools.win/es/para/oficina/,category,audience,es,pdf,oficina,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
364,https://funnytools.win/es/herramientas/ruleta-aleatoria/,https://funnytools.win/es/herramientas/sorteo-nombres-aleatorio/,tool,tool,es,random-wheel,random-name-picker,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
365,https://funnytools.win/es/para/estudiantes/,https://funnytools.win/es/para/,audience,hub,es,estudiantes,para,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
366,https://funnytools.win/fr/outils/recadrer-image/,https://funnytools.win/fr/outils/redimensionner-image/,tool,tool,fr,image-crop,image-resizer,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
367,https://funnytools.win/guides/image-resolution-print-web-guide/,https://funnytools.win/guides/pdf-to-image-resolution-guide/,guide,guide,zh-TW,image-resolution-print-web-guide,pdf-to-image-resolution-guide,DIFFERENT,NO,no,different or adjacent role,different learning topic,no,REVIEW_ONLY,LOW
368,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,https://funnytools.win/guides/split-pdf-page-range-planning-guide/,guide,guide,zh-TW,pdf-to-image-multipage-download-guide,split-pdf-page-range-planning-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
369,https://funnytools.win/tools/json-formatter/,https://funnytools.win/tools/json-to-csv/,tool,tool,zh-TW,json-formatter,json-to-csv,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
370,https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/como-funcionan-las-herramientas/,category,legal,es,estadistica,como-funcionan-las-herramientas,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
371,https://funnytools.win/es/estadisticas-educativas/,https://funnytools.win/es/flujos/informe-estadistico-investigacion/,other,workflow,es,estadisticas-educativas,informe-estadistico-investigacion,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
372,https://funnytools.win/es/para/creadores/,https://funnytools.win/es/para/,audience,hub,es,creadores,para,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
373,https://funnytools.win/es/para/estudiantes/,https://funnytools.win/es/para/oficina/,audience,audience,es,estudiantes,oficina,ADJACENT,UNKNOWN,no,different or adjacent role,shared hierarchy vocabulary does not prove redundant page role,no,REVIEW_ONLY,LOW
374,https://funnytools.win/fr/outils/calculateur-interets-composes/,https://funnytools.win/fr/outils/calculateur-objectif-epargne/,tool,tool,fr,compound-interest,savings-goal,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
375,https://funnytools.win/guides/classroom-random-group-guide/,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,guide,guide,zh-TW,classroom-random-group-guide,classroom-random-group-size-balance-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
376,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,https://funnytools.win/tools/random-group-generator/,guide,tool,zh-TW,classroom-random-group-size-balance-guide,random-group-generator,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
377,https://funnytools.win/guides/merge-pdf-bookmarks-navigation-guide/,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,guide,guide,zh-TW,merge-pdf-bookmarks-navigation-guide,pdf-page-reorder-appendix-merge-check-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
378,https://funnytools.win/tools/image-rotate-flip/,https://funnytools.win/tools/jpg-to-png/,tool,tool,zh-TW,image-rotate-flip,jpg-to-png,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
379,https://funnytools.win/es/apoyar-funnytools/,https://funnytools.win/es/condiciones-de-uso/,support,legal,es,apoyar-funnytools,condiciones-de-uso,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
380,https://funnytools.win/es/guias/codigos-qr-en-el-aula/,https://funnytools.win/es/sobre-funnytools/,guide,legal,es,codigos-qr-en-el-aula,sobre-funnytools,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
381,https://funnytools.win/es/herramientas/ordenar-paginas-pdf/,https://funnytools.win/es/herramientas/rotar-pdf/,tool,tool,es,pdf-page-reorder,rotate-pdf,DIFFERENT,NO,no,different or adjacent role,document operation outcome differs even when source format overlaps,no,REVIEW_ONLY,LOW
382,https://funnytools.win/es/para/desarrolladores/,https://funnytools.win/es/para/oficina/,audience,audience,es,desarrolladores,oficina,ADJACENT,UNKNOWN,no,different or adjacent role,shared hierarchy vocabulary does not prove redundant page role,no,REVIEW_ONLY,LOW
383,https://funnytools.win/for/students/,https://funnytools.win/,audience,home,zh-TW,students,funnytools.win,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
384,https://funnytools.win/guides/merge-pdf-bookmarks-navigation-guide/,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,guide,guide,zh-TW,merge-pdf-bookmarks-navigation-guide,merge-pdf-reading-order-checklist-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
385,https://funnytools.win/tools/random-number-picker/,https://funnytools.win/tools/random-wheel/,tool,tool,zh-TW,random-number-picker,random-wheel,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
386,https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,other,guide,es,aviso-legal,unir-pdf-sin-subir-archivos,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
387,https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/flujos/decisiones-cotidianas/,category,workflow,es,estudio,decisiones-cotidianas,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
388,https://funnytools.win/es/categorias/imagen/,https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,category,guide,es,imagen,fotos-a-pdf-desde-movil,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
389,https://funnytools.win/es/flujos/,https://funnytools.win/es/sobre-funnytools/,hub,legal,es,flujos,sobre-funnytools,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
390,https://funnytools.win/es/guias/comprimir-fotos-para-email/,https://funnytools.win/es/para/disenadores/,guide,audience,es,comprimir-fotos-para-email,disenadores,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
391,https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,https://funnytools.win/es/herramientas/extraer-paginas-pdf/,guide,tool,es,unir-pdf-sin-subir-archivos,extract-pdf-pages,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
392,https://funnytools.win/fr/outils/convertir-jpg-en-webp/,https://funnytools.win/fr/outils/convertir-png-en-jpg/,tool,tool,fr,jpg-to-webp,png-to-jpg,DIFFERENT,NO,no,different or adjacent role,directional converter inputs/outputs differ,no,REVIEW_ONLY,LOW
393,https://funnytools.win/guides/classroom-group-roles-rotation-guide/,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,guide,guide,zh-TW,classroom-group-roles-rotation-guide,classroom-random-group-size-balance-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
394,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/,https://funnytools.win/guides/pdf-to-word-ocr-language-check-guide/,guide,guide,zh-TW,pdf-to-word-layout-fidelity-guide,pdf-to-word-ocr-language-check-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
395,https://funnytools.win/tools/images-to-pdf/,https://funnytools.win/tools/pdf-to-image/,tool,tool,zh-TW,images-to-pdf,pdf-to-image,DIFFERENT,NO,no,different or adjacent role,directional converter inputs/outputs differ,no,REVIEW_ONLY,LOW
396,https://funnytools.win/category/statistics/,https://funnytools.win/tools/percentage-calculator/,category,tool,zh-TW,statistics,percentage-calculator,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
397,https://funnytools.win/category/time/,https://funnytools.win/tools/countdown-timer/,category,tool,zh-TW,time,countdown-timer,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
398,https://funnytools.win/en/guides/classroom-random-group-absent-student-repair-guide/,https://funnytools.win/en/guides/classroom-random-group-size-balance-guide/,guide,guide,en,classroom-random-group-absent-student-repair-guide,classroom-random-group-size-balance-guide,ADJACENT,NO,no,different or adjacent role,related learning topics; answer role may differ,no,REVIEW_ONLY,LOW
399,https://funnytools.win/es/apoyar-funnytools/,https://funnytools.win/es/aviso-legal/,support,other,es,apoyar-funnytools,aviso-legal,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
400,https://funnytools.win/es/categorias/azar/,https://funnytools.win/es/guias/ruleta-sorteos-clase/,category,guide,es,azar,ruleta-sorteos-clase,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
401,https://funnytools.win/es/categorias/tiempo/,https://funnytools.win/es/para/oficina/,category,audience,es,tiempo,oficina,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
402,https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,https://funnytools.win/es/para/oficina/,guide,audience,es,fotos-a-pdf-desde-movil,oficina,UNKNOWN,UNKNOWN,no,different or adjacent role,page roles cannot be deterministically compared,no,REVIEW_ONLY,LOW
403,https://funnytools.win/es/guias/,https://funnytools.win/es/sobre-funnytools/,hub,legal,es,guias,sobre-funnytools,ADJACENT,UNKNOWN,no,different or adjacent role,topic-adjacent pages with different page roles,no,REVIEW_ONLY,LOW
404,https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,https://funnytools.win/es/herramientas/comprimir-pdf/,guide,tool,es,unir-pdf-sin-subir-archivos,pdf-compressor,COMPLEMENTARY,NO,no,different DO/LEARN role,tool is DO intent; guide is LEARN intent; keep both by default,no,REVIEW_ONLY,LOW
405,https://funnytools.win/es/para/disenadores/,https://funnytools.win/es/para/oficina/,audience,audience,es,disenadores,oficina,ADJACENT,UNKNOWN,no,different or adjacent role,shared hierarchy vocabulary does not prove redundant page role,no,REVIEW_ONLY,LOW
406,https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/remove-empty-lines/,tool,tool,zh-TW,case-converter,remove-empty-lines,ADJACENT,NO,no,different or adjacent role,related topic but functional input/computation/output differs,no,REVIEW_ONLY,LOW
