pair_id,url_a,url_b,page_type_a,page_type_b,locale,cluster_a,cluster_b,tool_slug_a,tool_slug_b,raw_main_similarity,boilerplate_adjusted_similarity,original_same_search_intent,intent_relationship,functional_equivalence,merge_confidence,merge_reason
356,https://funnytools.win/guides/json-formatter-trailing-comma-error-guide/,https://funnytools.win/tools/json-formatter/,guide,tool,zh-TW,text,text,,json-formatter,0.805,0.700,yes,COMPLEMENTARY,NO,LOW,tool is DO intent; guide is LEARN intent; keep both by default
357,https://funnytools.win/guides/t-test-apa-format-guide/,https://funnytools.win/workflows/graduate-statistics-report-toolkit/,guide,workflow,zh-TW,general,statistics,,,0.805,0.578,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
358,https://funnytools.win/,https://funnytools.win/tools/,home,hub,zh-TW,general,general,,,0.805,0.812,yes,ADJACENT,UNKNOWN,LOW,topic-adjacent pages with different page roles
359,https://funnytools.win/tools/images-to-pdf/,https://funnytools.win/tools/jpg-to-png/,tool,tool,zh-TW,pdf,image,images-to-pdf,jpg-to-png,0.805,0.718,no,DIFFERENT,NO,LOW,directional converter inputs/outputs differ
360,https://funnytools.win/tools/percentile-rank-calculator/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,tool,workflow,zh-TW,statistics,statistics,percentile-rank-calculator,,0.805,0.558,yes,ADJACENT,UNKNOWN,LOW,topic-adjacent pages with different page roles
361,https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/para/oficina/,category,audience,es,statistics,office-workers,,,0.804,0.788,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
362,https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/guias/ruleta-sorteos-clase/,category,guide,es,study,random,,,0.804,0.792,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
363,https://funnytools.win/es/categorias/pdf/,https://funnytools.win/es/para/oficina/,category,audience,es,pdf,office-workers,,,0.804,0.787,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
364,https://funnytools.win/es/herramientas/ruleta-aleatoria/,https://funnytools.win/es/herramientas/sorteo-nombres-aleatorio/,tool,tool,es,random,random,random-wheel,random-name-picker,0.804,0.804,yes,ADJACENT,NO,LOW,related topic but functional input/computation/output differs
365,https://funnytools.win/es/para/estudiantes/,https://funnytools.win/es/para/,audience,hub,es,students,general,,,0.804,0.735,yes,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
366,https://funnytools.win/fr/outils/recadrer-image/,https://funnytools.win/fr/outils/redimensionner-image/,tool,tool,fr,image,image,image-crop,image-resizer,0.804,0.802,yes,ADJACENT,NO,LOW,related topic but functional input/computation/output differs
367,https://funnytools.win/guides/image-resolution-print-web-guide/,https://funnytools.win/guides/pdf-to-image-resolution-guide/,guide,guide,zh-TW,image,pdf,,,0.804,0.756,no,DIFFERENT,NO,LOW,different learning topic
368,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,https://funnytools.win/guides/split-pdf-page-range-planning-guide/,guide,guide,zh-TW,pdf,pdf,,,0.804,0.715,yes,ADJACENT,NO,LOW,related learning topics; answer role may differ
369,https://funnytools.win/tools/json-formatter/,https://funnytools.win/tools/json-to-csv/,tool,tool,zh-TW,text,text,json-formatter,json-to-csv,0.804,0.578,yes,ADJACENT,NO,LOW,related topic but functional input/computation/output differs
370,https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/como-funcionan-las-herramientas/,category,legal,es,statistics,general,,,0.803,0.804,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
371,https://funnytools.win/es/estadisticas-educativas/,https://funnytools.win/es/flujos/informe-estadistico-investigacion/,other,workflow,es,statistics,statistics,,,0.803,0.783,yes,ADJACENT,UNKNOWN,LOW,topic-adjacent pages with different page roles
372,https://funnytools.win/es/para/creadores/,https://funnytools.win/es/para/,audience,hub,es,creators,general,,,0.803,0.783,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
373,https://funnytools.win/es/para/estudiantes/,https://funnytools.win/es/para/oficina/,audience,audience,es,students,office-workers,,,0.803,0.764,no,ADJACENT,UNKNOWN,LOW,shared hierarchy vocabulary does not prove redundant page role
374,https://funnytools.win/fr/outils/calculateur-interets-composes/,https://funnytools.win/fr/outils/calculateur-objectif-epargne/,tool,tool,fr,money,money,compound-interest,savings-goal,0.803,0.804,yes,ADJACENT,NO,LOW,related topic but functional input/computation/output differs
375,https://funnytools.win/guides/classroom-random-group-guide/,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,guide,guide,zh-TW,random,random,,,0.803,0.697,yes,ADJACENT,NO,LOW,related learning topics; answer role may differ
376,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,https://funnytools.win/tools/random-group-generator/,guide,tool,zh-TW,random,random,,random-group-generator,0.803,0.675,yes,COMPLEMENTARY,NO,LOW,tool is DO intent; guide is LEARN intent; keep both by default
377,https://funnytools.win/guides/merge-pdf-bookmarks-navigation-guide/,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,guide,guide,zh-TW,pdf,pdf,,,0.803,0.669,yes,ADJACENT,NO,LOW,related learning topics; answer role may differ
378,https://funnytools.win/tools/image-rotate-flip/,https://funnytools.win/tools/jpg-to-png/,tool,tool,zh-TW,image,image,image-rotate-flip,jpg-to-png,0.803,0.543,yes,ADJACENT,NO,LOW,related topic but functional input/computation/output differs
379,https://funnytools.win/es/apoyar-funnytools/,https://funnytools.win/es/condiciones-de-uso/,support,legal,es,general,general,,,0.802,0.799,yes,ADJACENT,UNKNOWN,LOW,topic-adjacent pages with different page roles
380,https://funnytools.win/es/guias/codigos-qr-en-el-aula/,https://funnytools.win/es/sobre-funnytools/,guide,legal,es,general,general,,,0.802,0.793,yes,ADJACENT,UNKNOWN,LOW,topic-adjacent pages with different page roles
381,https://funnytools.win/es/herramientas/ordenar-paginas-pdf/,https://funnytools.win/es/herramientas/rotar-pdf/,tool,tool,es,pdf,pdf,pdf-page-reorder,rotate-pdf,0.802,0.803,yes,DIFFERENT,NO,LOW,document operation outcome differs even when source format overlaps
382,https://funnytools.win/es/para/desarrolladores/,https://funnytools.win/es/para/oficina/,audience,audience,es,developers,office-workers,,,0.802,0.788,no,ADJACENT,UNKNOWN,LOW,shared hierarchy vocabulary does not prove redundant page role
383,https://funnytools.win/for/students/,https://funnytools.win/,audience,home,zh-TW,students,general,,,0.802,0.647,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
384,https://funnytools.win/guides/merge-pdf-bookmarks-navigation-guide/,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,guide,guide,zh-TW,pdf,pdf,,,0.802,0.710,yes,ADJACENT,NO,LOW,related learning topics; answer role may differ
385,https://funnytools.win/tools/random-number-picker/,https://funnytools.win/tools/random-wheel/,tool,tool,zh-TW,random,random,random-number-picker,random-wheel,0.802,0.616,yes,ADJACENT,NO,LOW,related topic but functional input/computation/output differs
386,https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,other,guide,es,general,pdf,,,0.801,0.794,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
387,https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/flujos/decisiones-cotidianas/,category,workflow,es,study,general,,,0.801,0.799,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
388,https://funnytools.win/es/categorias/imagen/,https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,category,guide,es,image,pdf,,,0.801,0.787,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
389,https://funnytools.win/es/flujos/,https://funnytools.win/es/sobre-funnytools/,hub,legal,es,drawing,general,,,0.801,0.791,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
390,https://funnytools.win/es/guias/comprimir-fotos-para-email/,https://funnytools.win/es/para/disenadores/,guide,audience,es,image,designers,,,0.801,0.782,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
391,https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,https://funnytools.win/es/herramientas/extraer-paginas-pdf/,guide,tool,es,pdf,pdf,,extract-pdf-pages,0.801,0.799,yes,COMPLEMENTARY,NO,LOW,tool is DO intent; guide is LEARN intent; keep both by default
392,https://funnytools.win/fr/outils/convertir-jpg-en-webp/,https://funnytools.win/fr/outils/convertir-png-en-jpg/,tool,tool,fr,image,image,jpg-to-webp,png-to-jpg,0.801,0.788,yes,DIFFERENT,NO,LOW,directional converter inputs/outputs differ
393,https://funnytools.win/guides/classroom-group-roles-rotation-guide/,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,guide,guide,zh-TW,random,random,,,0.801,0.670,yes,ADJACENT,NO,LOW,related learning topics; answer role may differ
394,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/,https://funnytools.win/guides/pdf-to-word-ocr-language-check-guide/,guide,guide,zh-TW,pdf,pdf,,,0.801,0.718,yes,ADJACENT,NO,LOW,related learning topics; answer role may differ
395,https://funnytools.win/tools/images-to-pdf/,https://funnytools.win/tools/pdf-to-image/,tool,tool,zh-TW,pdf,pdf,images-to-pdf,pdf-to-image,0.801,0.579,yes,DIFFERENT,NO,LOW,directional converter inputs/outputs differ
396,https://funnytools.win/category/statistics/,https://funnytools.win/tools/percentage-calculator/,category,tool,zh-TW,statistics,statistics,,percentage-calculator,0.800,0.697,yes,ADJACENT,UNKNOWN,LOW,topic-adjacent pages with different page roles
397,https://funnytools.win/category/time/,https://funnytools.win/tools/countdown-timer/,category,tool,zh-TW,time,time,,countdown-timer,0.800,0.621,yes,ADJACENT,UNKNOWN,LOW,topic-adjacent pages with different page roles
398,https://funnytools.win/en/guides/classroom-random-group-absent-student-repair-guide/,https://funnytools.win/en/guides/classroom-random-group-size-balance-guide/,guide,guide,en,random,random,,,0.800,0.697,yes,ADJACENT,NO,LOW,related learning topics; answer role may differ
399,https://funnytools.win/es/apoyar-funnytools/,https://funnytools.win/es/aviso-legal/,support,other,es,general,general,,,0.800,0.800,yes,ADJACENT,UNKNOWN,LOW,topic-adjacent pages with different page roles
400,https://funnytools.win/es/categorias/azar/,https://funnytools.win/es/guias/ruleta-sorteos-clase/,category,guide,es,random,random,,,0.800,0.791,yes,ADJACENT,UNKNOWN,LOW,topic-adjacent pages with different page roles
401,https://funnytools.win/es/categorias/tiempo/,https://funnytools.win/es/para/oficina/,category,audience,es,time,office-workers,,,0.800,0.784,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
402,https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,https://funnytools.win/es/para/oficina/,guide,audience,es,pdf,office-workers,,,0.800,0.790,no,UNKNOWN,UNKNOWN,LOW,page roles cannot be deterministically compared
403,https://funnytools.win/es/guias/,https://funnytools.win/es/sobre-funnytools/,hub,legal,es,general,general,,,0.800,0.799,yes,ADJACENT,UNKNOWN,LOW,topic-adjacent pages with different page roles
404,https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,https://funnytools.win/es/herramientas/comprimir-pdf/,guide,tool,es,pdf,pdf,,pdf-compressor,0.800,0.800,yes,COMPLEMENTARY,NO,LOW,tool is DO intent; guide is LEARN intent; keep both by default
405,https://funnytools.win/es/para/disenadores/,https://funnytools.win/es/para/oficina/,audience,audience,es,designers,office-workers,,,0.800,0.773,no,ADJACENT,UNKNOWN,LOW,shared hierarchy vocabulary does not prove redundant page role
406,https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/remove-empty-lines/,tool,tool,zh-TW,text,text,case-converter,remove-empty-lines,0.800,0.551,yes,ADJACENT,NO,LOW,related topic but functional input/computation/output differs
