cluster,url,primary_intent,competing_urls,unique_value,action,confidence
pdf,https://funnytools.win/guides/merge-pdf-private-guide/,免上傳合併 PDF 教學：瀏覽器本機處理、順序調整與品質檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/ (0.557),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/,PDF 轉 Word 後版面跑掉？文字、表格與圖片驗收流程 - FunnyTools,https://funnytools.win/guides/merge-pdf-private-guide/ (0.557),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-private-guide/,免上傳合併 PDF 教學：瀏覽器本機處理、順序調整與品質檢查 - FunnyTools,https://funnytools.win/guides/pdf-upload-failed-troubleshooting/ (0.562),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-upload-failed-troubleshooting/,PDF 無法上傳怎麼辦？檔案太大、密碼、損壞、瀏覽器與格式完整排查｜FunnyTools,https://funnytools.win/guides/merge-pdf-private-guide/ (0.562),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-private-guide/,免上傳合併 PDF 教學：瀏覽器本機處理、順序調整與品質檢查 - FunnyTools,https://funnytools.win/guides/photos-to-pdf-phone-guide/ (0.613),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/photos-to-pdf-phone-guide/,手機照片轉 PDF 免安裝 App：拍攝、排序、壓縮的完整流程 - FunnyTools,https://funnytools.win/guides/merge-pdf-private-guide/ (0.613),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-private-guide/,免上傳合併 PDF 教學：瀏覽器本機處理、順序調整與品質檢查 - FunnyTools,https://funnytools.win/guides/split-pdf-output-naming-batch-delivery-guide/ (0.656),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/split-pdf-output-naming-batch-delivery-guide/,拆分 PDF 後檔案太多怎麼整理？命名、資料夾與驗收 - FunnyTools,https://funnytools.win/guides/merge-pdf-private-guide/ (0.656),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-private-guide/,免上傳合併 PDF 教學：瀏覽器本機處理、順序調整與品質檢查 - FunnyTools,https://funnytools.win/guides/split-pdf-page-range-planning-guide/ (0.734),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/split-pdf-page-range-planning-guide/,PDF 怎麼分割頁碼？範圍、奇偶頁與檔案驗收 - FunnyTools,https://funnytools.win/guides/merge-pdf-private-guide/ (0.734),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.658),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.658),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.659),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.659),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.674),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.674),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/ (0.831),requires human comparison of answer intent,REVIEW_ONLY,high
pdf,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,PDF 附錄怎麼重排？合併前頁碼、版本與引用檢查 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.831),requires human comparison of answer intent,REVIEW_ONLY,high
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/pdf-to-image-background-contrast-guide/ (0.612),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-background-contrast-guide/,PDF 轉圖片背景變黑或太淡？對比與閱讀檢查 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.612),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/ (0.729),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,多頁 PDF 轉 JPG／PNG 後怎麼下載？頁碼、檔名與 20 頁限制教學 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.729),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/pdf-to-image-raster-text-search-guide/ (0.624),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-raster-text-search-guide/,PDF 轉圖片後文字不能搜尋？點陣化前要知道的事 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.624),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/pdf-to-image-resolution-guide/ (0.576),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-resolution-guide/,PDF 轉 JPG／PNG 要選多高解析度？螢幕、Email 與列印設定指南 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.576),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/ (0.657),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/,PDF 轉 Word 後版面跑掉？文字、表格與圖片驗收流程 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.657),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/pdf-to-word-ocr-language-check-guide/ (0.592),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-ocr-language-check-guide/,PDF 轉 Word 後文字亂碼？OCR 語言與版面驗收指南 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.592),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/pdf-to-word-review-track-changes-guide/ (0.636),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-review-track-changes-guide/,PDF 轉 Word 後怎麼開修訂？轉換、審稿與交付流程 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.636),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/pdf-upload-failed-troubleshooting/ (0.572),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-upload-failed-troubleshooting/,PDF 無法上傳怎麼辦？檔案太大、密碼、損壞、瀏覽器與格式完整排查｜FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.572),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/photos-to-pdf-phone-guide/ (0.602),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/photos-to-pdf-phone-guide/,手機照片轉 PDF 免安裝 App：拍攝、排序、壓縮的完整流程 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.602),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/split-pdf-output-naming-batch-delivery-guide/ (0.777),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/split-pdf-output-naming-batch-delivery-guide/,拆分 PDF 後檔案太多怎麼整理？命名、資料夾與驗收 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.777),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,合併 PDF 後順序錯了？檔案閱讀與交付檢查表 - FunnyTools,https://funnytools.win/guides/split-pdf-page-range-planning-guide/ (0.764),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/split-pdf-page-range-planning-guide/,PDF 怎麼分割頁碼？範圍、奇偶頁與檔案驗收 - FunnyTools,https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/ (0.764),requires human comparison of answer intent,REVIEW_ONLY,medium
drawing,https://funnytools.win/guides/misleading-chart-common-errors/,圖表怎麼避免誤導？截斷軸、3D、圓餅圖錯用、配色與標籤完整指南｜FunnyTools,https://funnytools.win/guides/pie-chart-percentage-guide/ (0.708),requires human comparison of answer intent,REVIEW_ONLY,medium
drawing,https://funnytools.win/guides/pie-chart-percentage-guide/,圓餅圖怎麼做才不誤導？百分比、總和100%、類別數與標示完整指南｜FunnyTools,https://funnytools.win/guides/misleading-chart-common-errors/ (0.708),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/guides/multiplication-fact-fluency-guide/,乘法背不起來？計時測驗的問題與真正有效的事實流暢度練習 - FunnyTools,https://funnytools.win/guides/visual-schedule-slots-guide/ (0.608),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/guides/visual-schedule-slots-guide/,兒童視覺日程表怎麼設計：年齡對應格數、圖卡選擇與常見失敗原因 - FunnyTools,https://funnytools.win/guides/multiplication-fact-fluency-guide/ (0.608),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/guides/p-value-interpretation/,p 值怎麼看？p < .05、p > .05、SPSS p=.000 完整解讀｜FunnyTools,https://funnytools.win/guides/shapiro-wilk-normality-test/ (0.562),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/guides/shapiro-wilk-normality-test/,Shapiro–Wilk 常態性檢定怎麼看？p<.05、Q-Q Plot 與常態假設完整指南｜FunnyTools,https://funnytools.win/guides/p-value-interpretation/ (0.562),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/guides/p-value-interpretation/,p 值怎麼看？p < .05、p > .05、SPSS p=.000 完整解讀｜FunnyTools,https://funnytools.win/guides/t-test-apa-format-guide/ (0.646),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/guides/t-test-apa-format-guide/,t 檢定 APA 7 怎麼寫？獨立樣本、配對樣本與 p 值格式 - FunnyTools,https://funnytools.win/guides/p-value-interpretation/ (0.646),requires human comparison of answer intent,REVIEW_ONLY,medium
text,https://funnytools.win/guides/password-manager-mfa-passkey-guide/,密碼管理器、MFA、Passkey 差在哪？帳號安全完整指南｜FunnyTools,https://funnytools.win/guides/password-strength-basics-guide/ (0.589),requires human comparison of answer intent,REVIEW_ONLY,medium
text,https://funnytools.win/guides/password-strength-basics-guide/,密碼安全實務：為什麼長度比符號重要、哪些規則已經過時 - FunnyTools,https://funnytools.win/guides/password-manager-mfa-passkey-guide/ (0.589),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.653),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.653),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.721),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.721),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/ (0.650),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,PDF 附錄怎麼重排？合併前頁碼、版本與引用檢查 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.650),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-table-to-excel-header-check-guide/ (0.709),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-table-to-excel-header-check-guide/,PDF 表格轉 Excel 後怎麼檢查？欄位、數字與合併儲存格 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.709),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-to-image-background-contrast-guide/ (0.652),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-background-contrast-guide/,PDF 轉圖片背景變黑或太淡？對比與閱讀檢查 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.652),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/ (0.608),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,多頁 PDF 轉 JPG／PNG 後怎麼下載？頁碼、檔名與 20 頁限制教學 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.608),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-to-image-print-crop-marks-guide/ (0.583),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-print-crop-marks-guide/,PDF 轉 JPG／PNG 列印怎麼不被裁掉？出血與裁切檢查 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.583),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-to-image-raster-text-search-guide/ (0.691),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-raster-text-search-guide/,PDF 轉圖片後文字不能搜尋？點陣化前要知道的事 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.691),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-to-image-resolution-guide/ (0.598),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-resolution-guide/,PDF 轉 JPG／PNG 要選多高解析度？螢幕、Email 與列印設定指南 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.598),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-to-word-form-field-editing-guide/ (0.767),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-form-field-editing-guide/,PDF 表單轉 Word 後怎麼改？欄位、標籤與可填性檢查 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.767),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/ (0.792),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/,PDF 轉 Word 後版面跑掉？文字、表格與圖片驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.792),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-to-word-ocr-language-check-guide/ (0.719),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-ocr-language-check-guide/,PDF 轉 Word 後文字亂碼？OCR 語言與版面驗收指南 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.719),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/pdf-to-word-review-track-changes-guide/ (0.672),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-review-track-changes-guide/,PDF 轉 Word 後怎麼開修訂？轉換、審稿與交付流程 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.672),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/split-pdf-output-naming-batch-delivery-guide/ (0.590),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/split-pdf-output-naming-batch-delivery-guide/,拆分 PDF 後檔案太多怎麼整理？命名、資料夾與驗收 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.590),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/,PDF 轉 Word 後閱讀順序錯亂？可及性驗收清單 - FunnyTools,https://funnytools.win/guides/split-pdf-page-range-planning-guide/ (0.595),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/split-pdf-page-range-planning-guide/,PDF 怎麼分割頁碼？範圍、奇偶頁與檔案驗收 - FunnyTools,https://funnytools.win/guides/pdf-accessibility-reading-order-check-guide/ (0.595),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.791),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.791),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/ (0.611),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,PDF 附錄怎麼重排？合併前頁碼、版本與引用檢查 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.611),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-table-to-excel-header-check-guide/ (0.576),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-table-to-excel-header-check-guide/,PDF 表格轉 Excel 後怎麼檢查？欄位、數字與合併儲存格 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.576),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-image-background-contrast-guide/ (0.688),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-background-contrast-guide/,PDF 轉圖片背景變黑或太淡？對比與閱讀檢查 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.688),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/ (0.667),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,多頁 PDF 轉 JPG／PNG 後怎麼下載？頁碼、檔名與 20 頁限制教學 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.667),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-image-print-crop-marks-guide/ (0.606),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-print-crop-marks-guide/,PDF 轉 JPG／PNG 列印怎麼不被裁掉？出血與裁切檢查 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.606),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-image-raster-text-search-guide/ (0.746),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-raster-text-search-guide/,PDF 轉圖片後文字不能搜尋？點陣化前要知道的事 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.746),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-image-resolution-guide/ (0.692),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-resolution-guide/,PDF 轉 JPG／PNG 要選多高解析度？螢幕、Email 與列印設定指南 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.692),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-jpg-vs-png/ (0.612),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-jpg-vs-png/,PDF 轉 JPG 還是 PNG？畫質、檔案大小、文字清晰度與解析度完整指南｜FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.612),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-word-form-field-editing-guide/ (0.600),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-form-field-editing-guide/,PDF 表單轉 Word 後怎麼改？欄位、標籤與可填性檢查 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.600),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/ (0.718),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/,PDF 轉 Word 後版面跑掉？文字、表格與圖片驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.718),requires human comparison of answer intent,REVIEW_ONLY,medium
